"trialType","displayedVideo","rt","response","trial_index","time_elapsed","question_order","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct"
"iat","","960","f","147","278688","","cake","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","1580","f","149","280524","","cake","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","1790","f","152","286692","","chubby","fat","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","2465","f","154","289411","","muscle","fit","unhealthy or fit","healthy or fat","unhealthy or fit","false"
"iat","","1086","j","156","290751","","slim","fit","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","2502","j","158","293507","","fish","healthy","healthy or fat","healthy or fat","unhealthy or fit","false"
"iat","","1335","f","160","295097","","water","healthy","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","3744","j","162","299093","","cake","unhealthy","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","1729","j","164","301075","","fast","unhealthy","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","2224","j","166","303553","","junk","unhealthy","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","827","j","168","304635","","dirty","unhealthy","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","1270","j","170","306160","","thin","fit","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","1533","f","172","307949","","flabby","fat","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","1140","f","174","309344","","grease","unhealthy","unhealthy or fit","healthy or fat","unhealthy or fit","false"
"iat","","2501","j","176","312100","","small","fit","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","1949","f","178","314307","","heavy","fat","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","2924","j","180","317487","","chips","unhealthy","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","6071","f","182","323813","","natural","healthy","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","2338","f","184","326405","","thick","fat","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","4534","f","186","331195","","beans","healthy","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","2028","j","188","333479","","lean","fit","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","4757","f","190","338490","","apple","healthy","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","3744","j","192","342490","","fit","fit","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","2802","f","194","345549","","plump","fat","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","1119","f","196","346922","","clean","healthy","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","1039","j","198","348216","","sugar","unhealthy","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","1434","j","200","349905","","soda","unhealthy","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","2047","f","202","352207","","full","fat","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","3941","f","204","356401","","salad","healthy","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","2119","f","206","358775","","obese","fat","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","589","f","208","359619","","fat","fat","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","688","f","210","360561","","stout","fat","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","641","f","212","361456","","gaunt","fit","unhealthy or fit","healthy or fat","unhealthy or fit","false"
"iat","","4297","j","214","366008","","candy","unhealthy","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","3025","j","216","369288","","light","fit","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","1601","f","218","371143","","nutrient","healthy","healthy or fat","healthy or fat","unhealthy or fit","true"
"iat","","841","j","220","372239","","skinny","fit","unhealthy or fit","healthy or fat","unhealthy or fit","true"
"iat","","8877","j","222","381372","","weight","fat","healthy or fat","healthy or fat","unhealthy or fit","false"
"iat","","1350","f","225","388272","","lettuce","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1509","j","227","390036","","stout","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","815","f","229","391105","","clean","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","782","j","231","392142","","fat","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","747","f","233","393144","","small","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","4148","f","235","397548","","tight","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","3855","f","237","401655","","corn","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1508","f","239","403418","","salad","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","838","j","241","404510","","chips","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1860","j","243","406624","","candy","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","655","j","245","407536","","chubby","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","853","f","247","408642","","fit","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1414","f","249","410313","","heavy","fat","unhealthy or fat","healthy or fit","unhealthy or fat","false"
"iat","","1532","j","251","412099","","sugar","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","2619","j","253","414973","","grease","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","701","j","255","415929","","obese","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1792","f","257","417973","","gaunt","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","2253","j","259","420479","","weight","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","3609","f","261","424344","","skinny","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1184","j","263","425781","","full","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","2035","f","265","428071","","fish","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","2792","j","267","431116","","lean","fit","healthy or fit","healthy or fit","unhealthy or fat","false"
"iat","","4378","j","269","435752","","junk","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","769","f","271","436777","","apple","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1732","f","273","438764","","water","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1533","f","275","440552","","beans","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","3127","f","277","443932","","nutrient","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1434","j","279","445620","","plump","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","5862","f","281","451737","","light","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1353","j","283","453344","","flabby","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1337","j","285","454937","","soda","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1583","f","287","456776","","thin","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1100","f","289","458132","","fast","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","false"
"iat","","4194","j","291","462580","","cake","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","897","j","293","463731","","salty","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1005","f","295","464991","","natural","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
