"trialType","displayedVideo","rt","response","trial_index","time_elapsed","question_order","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct"
"prime","video2","143393"," ","2","149806","","","","","","",""
"questionnairePartA","","41604","{""Q0"":3,""Q1"":4,""Q2"":4,""Q3"":2,""Q4"":3,""Q5"":2,""Q6"":4,""Q7"":2,""Q8"":1,""Q9"":3}","3","191417","[0,1,2,3,4,5,6,7,8,9]","","","","","",""
"iat","","1274","j","6","201620","","candy","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","851","f","8","202724","","corn","healthy","healthy","healthy","unhealthy","true"
"iat","","873","f","10","203850","","soda","unhealthy","unhealthy","healthy","unhealthy","false"
"iat","","1310","f","12","205414","","clean","healthy","healthy","healthy","unhealthy","true"
"iat","","1194","j","14","206861","","junk","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","863","f","16","207977","","water","healthy","healthy","healthy","unhealthy","true"
"iat","","950","f","18","209181","","nutrient","healthy","healthy","healthy","unhealthy","true"
"iat","","934","j","20","210370","","cake","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","886","j","22","211509","","salty","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","958","j","24","212721","","candy","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","720","j","26","213693","","chips","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","1394","j","28","215341","","sugar","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","925","j","30","216520","","cake","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","1019","f","32","217791","","apple","healthy","healthy","healthy","unhealthy","true"
"iat","","722","j","34","218768","","junk","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","956","j","36","219978","","chips","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","967","j","38","221199","","dirty","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","1058","f","40","222509","","lettuce","healthy","healthy","healthy","unhealthy","true"
"iat","","1067","j","42","223828","","grease","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","1347","f","44","225428","","natural","healthy","healthy","healthy","unhealthy","true"
"iat","","847","f","46","226529","","clean","healthy","healthy","healthy","unhealthy","true"
"iat","","1293","j","48","228075","","fast","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","1363","f","50","229692","","natural","healthy","healthy","healthy","unhealthy","true"
"iat","","810","f","52","230756","","water","healthy","healthy","healthy","unhealthy","true"
"iat","","836","f","54","231846","","beans","healthy","healthy","healthy","unhealthy","true"
"iat","","739","j","56","232838","","grease","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","864","f","58","233957","","nutrient","healthy","healthy","healthy","unhealthy","true"
