"trialType","displayedVideo","rt","response","trial_index","time_elapsed","question_order","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct"
"prime","video2","312536"," ","2","314395","","","","","","",""
"questionnairePartA","","38439","{""Q0"":1,""Q1"":4,""Q2"":3,""Q3"":4,""Q4"":2,""Q5"":1,""Q6"":4,""Q7"":3,""Q8"":3,""Q9"":0}","3","352836","[0,1,2,3,4,5,6,7,8,9]","","","","","",""
"iat","","1072","j","6","359076","","heavy","fat","fat","fit","fat","true"
"iat","","590","j","8","359922","","thick","fat","fat","fit","fat","true"
"iat","","1698","f","10","361876","","skinny","fit","fit","fit","fat","true"
"iat","","2294","f","12","364424","","gaunt","fit","fit","fit","fat","true"
"iat","","1142","f","14","365821","","fit","fit","fit","fit","fat","true"
"iat","","752","f","16","366828","","light","fit","fit","fit","fat","true"
"iat","","796","f","18","367879","","small","fit","fit","fit","fat","true"
"iat","","655","f","20","368789","","slim","fit","fit","fit","fat","true"
"iat","","607","f","22","369651","","slim","fit","fit","fit","fat","true"
"iat","","576","f","24","370482","","skinny","fit","fit","fit","fat","true"
"iat","","824","f","26","371561","","lean","fit","fit","fit","fat","true"
"iat","","488","f","28","372303","","small","fit","fit","fit","fat","true"
"iat","","686","f","30","373242","","muscle","fit","fit","fit","fat","true"
"iat","","661","j","32","374156","","obese","fat","fat","fit","fat","true"
"iat","","534","f","34","374944","","thin","fit","fit","fit","fat","true"
"iat","","625","j","36","375824","","heavy","fat","fat","fit","fat","true"
"iat","","843","j","38","376920","","thick","fat","fat","fit","fat","true"
"iat","","604","j","40","377778","","flabby","fat","fat","fit","fat","true"
"iat","","558","j","42","378590","","full","fat","fat","fit","fat","true"
"iat","","688","f","44","379533","","fit","fit","fit","fit","fat","true"
"iat","","639","j","46","380427","","flabby","fat","fat","fit","fat","true"
"iat","","553","f","48","381233","","full","fat","fat","fit","fat","false"
"iat","","717","f","50","382205","","tight","fit","fit","fit","fat","true"
"iat","","638","j","52","383097","","chubby","fat","fat","fit","fat","true"
"iat","","1178","j","54","384529","","weight","fat","fat","fit","fat","true"
"iat","","990","f","56","385772","","light","fit","fit","fit","fat","true"
"iat","","1127","f","58","387153","","chubby","fat","fat","fit","fat","false"
"iat","","785","j","60","388193","","fat","fat","fat","fit","fat","true"
"iat","","733","j","62","389180","","plump","fat","fat","fit","fat","true"
"iat","","601","f","64","390036","","lean","fit","fit","fit","fat","true"
"iat","","692","f","66","390982","","tight","fit","fit","fit","fat","true"
"iat","","643","j","68","391880","","fat","fat","fat","fit","fat","true"
