"trialType","displayedVideo","rt","response","trial_index","time_elapsed","question_order","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct"
"iat","","899","f","119","259553","","fast","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","820","j","121","260628","","beans","healthy","healthy","unhealthy","healthy","true"
"iat","","1301","f","123","262183","","cake","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","2337","j","125","264775","","clean","healthy","healthy","unhealthy","healthy","true"
"iat","","623","f","127","265652","","candy","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","647","j","129","266554","","salad","healthy","healthy","unhealthy","healthy","true"
"iat","","934","f","131","267743","","chips","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","628","j","133","268625","","apple","healthy","healthy","unhealthy","healthy","true"
"iat","","655","f","135","269535","","soda","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","613","f","137","270402","","salty","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","756","j","139","271412","","natural","healthy","healthy","unhealthy","healthy","true"
"iat","","1030","j","141","272697","","apple","healthy","healthy","unhealthy","healthy","true"
"iat","","589","f","143","273539","","grease","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","810","f","145","274604","","sugar","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","1108","f","147","275967","","junk","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","1322","j","149","277543","","fish","healthy","healthy","unhealthy","healthy","true"
"iat","","1074","f","152","281568","","salty","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","628","f","154","282452","","lean","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1018","j","156","283724","","full","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1199","j","158","285177","","grease","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","false"
"iat","","2619","f","160","288052","","fit","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1712","j","162","290019","","apple","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","2011","f","164","292284","","slim","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","3069","j","166","295607","","clean","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1049","f","168","296912","","dirty","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","3117","j","170","300284","","weight","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","877","j","172","301416","","natural","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","723","f","174","302394","","sugar","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","3985","j","176","306634","","fast","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","false"
"iat","","1338","j","178","308227","","beans","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","2847","f","180","311328","","small","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1166","f","182","312749","","chips","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1819","f","184","314823","","cake","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1319","j","186","316397","","light","fit","unhealthy or fit","unhealthy or fit","healthy or fat","false"
"iat","","2931","f","188","319583","","skinny","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1353","j","190","321191","","plump","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","2311","f","192","323756","","tight","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1137","f","194","325148","","junk","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1674","f","196","327077","","thin","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1064","f","198","328396","","muscle","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","2066","j","200","330716","","thick","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1548","j","202","332518","","nutrient","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1623","j","204","334396","","obese","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1067","f","206","335717","","fish","healthy","healthy or fat","unhealthy or fit","healthy or fat","false"
"iat","","997","j","208","336969","","corn","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","3196","j","210","340418","","water","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","708","j","212","341379","","lettuce","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1163","j","214","342796","","fat","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1891","j","216","344941","","salad","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","783","j","218","345979","","heavy","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1057","f","220","347290","","soda","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","922","j","222","348466","","chubby","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1052","f","225","352161","","clean","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","820","f","227","353235","","full","fat","unhealthy or fat","healthy or fit","unhealthy or fat","false"
"iat","","853","f","229","354342","","lettuce","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1033","j","231","355629","","cake","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","2057","j","233","357941","","weight","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1478","f","235","359673","","fast","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","false"
"iat","","787","j","237","360716","","obese","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","2004","f","239","362975","","light","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","3362","f","241","366591","","thin","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","710","f","243","367553","","fit","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","588","f","245","368395","","apple","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1678","j","247","370327","","thick","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","884","f","249","371465","","beans","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","5038","j","251","376756","","junk","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","2072","f","253","379081","","small","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","871","f","255","380208","","skinny","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","863","j","257","381325","","chips","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","635","j","259","382216","","flabby","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","582","j","261","383052","","sugar","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","685","j","263","383990","","plump","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","763","j","265","385007","","heavy","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","688","j","267","385950","","fat","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","613","j","269","386818","","chubby","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","559","j","271","387631","","dirty","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","663","f","273","388548","","salad","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","531","f","275","389334","","muscle","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","676","f","277","390265","","nutrient","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","894","f","279","391414","","tight","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","2785","f","281","394453","","lean","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","771","j","283","395479","","stout","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1101","f","285","396835","","fish","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1422","f","287","398511","","slim","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1737","f","289","400503","","natural","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1318","j","291","402076","","candy","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1001","f","293","403331","","water","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","654","j","295","404239","","grease","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
