"trialType","displayedVideo","rt","response","trial_index","time_elapsed","question_order","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct"
"iat","","813","j","105","207423","","lettuce","healthy","healthy","unhealthy","healthy","true"
"iat","","492","j","107","208168","","apple","healthy","healthy","unhealthy","healthy","true"
"iat","","824","f","109","209247","","grease","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","453","f","111","209954","","salty","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","759","j","113","210968","","salad","healthy","healthy","unhealthy","healthy","true"
"iat","","759","j","115","211982","","corn","healthy","healthy","unhealthy","healthy","true"
"iat","","1122","f","117","213359","","soda","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","860","f","119","214472","","junk","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","1779","j","121","216506","","clean","healthy","healthy","unhealthy","healthy","true"
"iat","","685","j","123","217446","","water","healthy","healthy","unhealthy","healthy","true"
"iat","","1290","j","125","218990","","salty","unhealthy","unhealthy","unhealthy","healthy","false"
"iat","","932","j","127","220177","","fish","healthy","healthy","unhealthy","healthy","true"
"iat","","755","j","129","221186","","clean","healthy","healthy","unhealthy","healthy","true"
"iat","","536","j","131","221976","","water","healthy","healthy","unhealthy","healthy","true"
"iat","","606","f","133","222837","","dirty","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","2033","f","135","225125","","sugar","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","944","j","137","226324","","nutrient","healthy","healthy","unhealthy","healthy","true"
"iat","","963","j","139","227541","","corn","healthy","healthy","unhealthy","healthy","true"
"iat","","4208","f","141","232004","","sugar","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","705","f","143","232963","","candy","unhealthy","unhealthy","unhealthy","healthy","true"
"iat","","675","j","145","233893","","fish","healthy","healthy","unhealthy","healthy","true"
"iat","","783","j","147","234928","","natural","healthy","healthy","unhealthy","healthy","true"
"iat","","800","f","149","235982","","salad","healthy","healthy","unhealthy","healthy","false"
"iat","","1680","j","152","242320","","flabby","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","531","j","154","243106","","obese","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","541","j","156","243900","","junk","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","633","f","158","244788","","skinny","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","638","j","160","245681","","heavy","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","535","j","162","246471","","full","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","747","f","164","247472","","beans","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","773","f","166","248499","","corn","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","706","f","168","249460","","gaunt","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","600","j","170","250316","","plump","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","665","f","172","251235","","fit","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","715","f","174","252206","","thin","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","640","f","176","253100","","muscle","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","556","f","178","253910","","lean","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1012","j","180","255177","","natural","healthy","healthy or fit","healthy or fit","unhealthy or fat","false"
"iat","","1116","j","182","256548","","fat","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","815","f","184","257618","","clean","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","635","f","186","258507","","lettuce","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","773","j","188","259535","","chips","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","2166","f","190","261956","","light","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","717","j","192","262926","","sugar","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","838","j","194","264017","","weight","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","696","f","196","264966","","water","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","872","j","198","266092","","tight","fit","healthy or fit","healthy or fit","unhealthy or fat","false"
"iat","","787","j","200","267132","","chubby","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","669","j","202","268056","","cake","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","579","j","204","268891","","stout","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1342","j","206","270486","","soda","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","892","j","208","271632","","slim","fit","healthy or fit","healthy or fit","unhealthy or fat","false"
"iat","","778","f","210","272665","","fish","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1930","j","212","274850","","candy","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1737","f","214","276841","","fast","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","false"
"iat","","899","j","216","277996","","dirty","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","669","f","218","278921","","apple","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1310","j","220","280486","","thick","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1151","f","222","281891","","nutrient","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","2355","f","225","287327","","tight","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","4993","j","227","292573","","heavy","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","3353","j","229","296181","","water","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","805","j","231","297240","","apple","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1195","j","233","298688","","plump","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","544","j","235","299484","","thick","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","746","j","237","300484","","nutrient","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","786","f","239","301524","","chips","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","780","j","241","302560","","fit","fit","unhealthy or fit","unhealthy or fit","healthy or fat","false"
"iat","","1188","f","243","304004","","skinny","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1686","j","245","305945","","stout","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1759","f","247","307958","","dirty","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1256","f","249","309469","","gaunt","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1586","j","251","311309","","full","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","935","j","253","312499","","clean","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1132","j","255","313885","","obese","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1108","j","257","315248","","cake","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","false"
"iat","","1301","j","259","316804","","fat","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1002","j","261","318060","","fish","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","2572","j","263","320888","","fast","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","false"
"iat","","976","j","265","322119","","lean","fit","unhealthy or fit","unhealthy or fit","healthy or fat","false"
"iat","","1807","f","267","324181","","sugar","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1709","j","269","326145","","corn","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","3590","f","271","329990","","candy","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","5334","j","273","335578","","weight","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","2639","f","275","338472","","light","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1247","f","277","339973","","muscle","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","696","f","279","340924","","natural","healthy","healthy or fat","unhealthy or fit","healthy or fat","false"
"iat","","1168","j","281","342345","","salad","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","4977","j","283","347576","","chubby","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","6868","f","285","354700","","junk","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","931","f","287","355887","","salty","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1755","j","289","357897","","beans","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","719","f","291","358870","","soda","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1225","f","293","360350","","thin","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","619","f","295","361220","","small","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
