"trialType","displayedVideo","rt","response","trial_index","time_elapsed","question_order","word","expectedCategory","expectedCategoryAsDisplayed","leftCategory","rightCategory","correct"
"prime","video1","350353"," ","2","381655","","","","","","",""
"questionnairePartA","","56268","{""Q0"":1,""Q1"":4,""Q2"":3,""Q3"":1,""Q4"":3,""Q5"":1,""Q6"":4,""Q7"":3,""Q8"":2,""Q9"":1}","3","437927","[0,1,2,3,4,5,6,7,8,9]","","","","","",""
"iat","","3934","f","6","451500","","fat","fat","fat","fat","fit","true"
"iat","","993","j","8","452749","","tight","fit","fit","fat","fit","true"
"iat","","823","j","10","453828","","tight","fit","fit","fat","fit","true"
"iat","","1451","j","12","455534","","lean","fit","fit","fat","fit","true"
"iat","","823","f","14","456611","","full","fat","fat","fat","fit","true"
"iat","","13813","j","16","470680","","gaunt","fit","fit","fat","fit","true"
"iat","","1333","j","18","472267","","thick","fat","fat","fat","fit","false"
"iat","","2011","j","20","474533","","skinny","fit","fit","fat","fit","true"
"iat","","1572","j","22","476360","","muscle","fit","fit","fat","fit","true"
"iat","","11443","f","24","488058","","plump","fat","fat","fat","fit","true"
"iat","","923","j","26","489237","","fit","fit","fit","fat","fit","true"
"iat","","17832","f","28","507324","","stout","fat","fat","fat","fit","true"
"iat","","1072","f","30","508650","","heavy","fat","fat","fat","fit","true"
"iat","","779","j","32","509683","","fit","fit","fit","fat","fit","true"
"iat","","660","j","34","510597","","light","fit","fit","fat","fit","true"
"iat","","740","f","36","511592","","heavy","fat","fat","fat","fit","true"
"iat","","756","f","38","512603","","obese","fat","fat","fat","fit","true"
"iat","","962","f","40","513819","","stout","fat","fat","fat","fit","true"
"iat","","659","j","42","514733","","thin","fit","fit","fat","fit","true"
"iat","","653","j","44","515640","","slim","fit","fit","fat","fit","true"
"iat","","12931","f","46","528825","","flabby","fat","fat","fat","fit","true"
"iat","","1527","j","48","530606","","lean","fit","fit","fat","fit","true"
"iat","","625","f","50","531485","","obese","fat","fat","fat","fit","true"
"iat","","2204","j","52","533944","","weight","fat","fat","fat","fit","false"
"iat","","715","j","54","534914","","skinny","fit","fit","fat","fit","true"
"iat","","770","j","56","535939","","slim","fit","fit","fat","fit","true"
"iat","","750","f","58","536944","","plump","fat","fat","fat","fit","true"
"iat","","1614","j","60","538812","","gaunt","fit","fit","fat","fit","true"
"iat","","892","f","62","539959","","flabby","fat","fat","fat","fit","true"
"iat","","729","f","64","540942","","chubby","fat","fat","fat","fit","true"
"iat","","421","f","66","541618","","chubby","fat","fat","fat","fit","true"
"iat","","757","j","68","542630","","small","fit","fit","fat","fit","true"
"iat","","960","f","70","543844","","full","fat","fat","fat","fit","true"
"iat","","751","j","72","544850","","muscle","fit","fit","fat","fit","true"
"iat","","823","j","74","545927","","light","fit","fit","fat","fit","true"
"iat","","630","f","76","546811","","weight","fat","fat","fat","fit","true"
"iat","","4327","f","79","552334","","salad","healthy","healthy","healthy","unhealthy","true"
"iat","","1012","f","81","553601","","cake","unhealthy","unhealthy","healthy","unhealthy","false"
"iat","","1576","f","83","555433","","salty","unhealthy","unhealthy","healthy","unhealthy","false"
"iat","","981","j","85","556668","","dirty","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","1636","f","87","558558","","clean","healthy","healthy","healthy","unhealthy","true"
"iat","","1374","j","89","560187","","grease","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","1539","f","91","561980","","clean","healthy","healthy","healthy","unhealthy","true"
"iat","","1958","f","93","564192","","lettuce","healthy","healthy","healthy","unhealthy","true"
"iat","","676","f","95","565123","","corn","healthy","healthy","healthy","unhealthy","true"
"iat","","610","f","97","565988","","nutrient","healthy","healthy","healthy","unhealthy","true"
"iat","","551","f","99","566794","","water","healthy","healthy","healthy","unhealthy","true"
"iat","","663","f","101","567712","","lettuce","healthy","healthy","healthy","unhealthy","true"
"iat","","525","f","103","568491","","natural","healthy","healthy","healthy","unhealthy","true"
"iat","","3491","j","105","572237","","fast","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","3011","f","107","575501","","beans","healthy","healthy","healthy","unhealthy","true"
"iat","","1743","j","109","577498","","chips","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","1052","j","111","578804","","soda","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","666","f","113","579724","","fish","healthy","healthy","healthy","unhealthy","true"
"iat","","695","f","115","580674","","natural","healthy","healthy","healthy","unhealthy","true"
"iat","","720","f","117","581648","","apple","healthy","healthy","healthy","unhealthy","true"
"iat","","447","f","119","582350","","candy","unhealthy","unhealthy","healthy","unhealthy","false"
"iat","","4418","j","121","587023","","dirty","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","832","f","123","588109","","water","healthy","healthy","healthy","unhealthy","true"
"iat","","1091","j","125","589454","","fast","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","632","f","127","590341","","apple","healthy","healthy","healthy","unhealthy","true"
"iat","","1063","f","129","591658","","cake","unhealthy","unhealthy","healthy","unhealthy","false"
"iat","","652","f","131","592564","","nutrient","healthy","healthy","healthy","unhealthy","true"
"iat","","1883","f","133","594701","","sugar","unhealthy","unhealthy","healthy","unhealthy","false"
"iat","","894","j","135","595849","","junk","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","754","f","137","596856","","corn","healthy","healthy","healthy","unhealthy","true"
"iat","","616","j","139","597727","","junk","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","622","f","141","598603","","fish","healthy","healthy","healthy","unhealthy","true"
"iat","","1463","f","143","600320","","salty","unhealthy","unhealthy","healthy","unhealthy","false"
"iat","","841","j","145","601415","","candy","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","671","f","147","602339","","chips","unhealthy","unhealthy","healthy","unhealthy","false"
"iat","","654","j","149","603248","","soda","unhealthy","unhealthy","healthy","unhealthy","true"
"iat","","8655","f","152","613981","","muscle","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","4758","j","154","618994","","heavy","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","603","j","156","619852","","obese","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","693","f","158","620799","","fish","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1122","j","160","622175","","fast","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","773","f","162","623203","","water","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","550","f","164","624009","","natural","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","645","f","166","624907","","light","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","509","f","168","625671","","salad","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","517","f","170","626443","","nutrient","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","905","f","172","627603","","lean","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","806","j","174","628662","","full","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1156","j","176","630072","","junk","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","786","j","178","631111","","grease","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","664","j","180","632030","","chubby","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","725","f","182","633009","","tight","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","666","j","184","633929","","fit","fit","healthy or fit","healthy or fit","unhealthy or fat","false"
"iat","","2084","f","186","636267","","corn","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","734","j","188","637255","","candy","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","742","j","190","638253","","dirty","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","841","j","192","639347","","chips","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","937","f","194","640539","","cake","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","false"
"iat","","968","j","196","641762","","flabby","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","638","j","198","642655","","plump","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","812","f","200","643721","","gaunt","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","715","f","202","644689","","clean","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","1154","f","204","646097","","sugar","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","false"
"iat","","1119","j","206","647470","","soda","unhealthy","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","636","f","208","648360","","apple","healthy","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","7151","j","210","655765","","stout","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","1178","j","212","657198","","thick","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","939","f","214","658392","","small","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","734","f","216","659380","","skinny","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","3434","j","218","663069","","fat","fat","unhealthy or fat","healthy or fit","unhealthy or fat","true"
"iat","","907","f","220","664230","","thin","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","695","f","222","665179","","slim","fit","healthy or fit","healthy or fit","unhealthy or fat","true"
"iat","","6197","j","225","673241","","corn","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","2100","f","227","675596","","plump","fat","healthy or fat","unhealthy or fit","healthy or fat","false"
"iat","","1351","j","229","677201","","stout","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1816","f","231","679271","","junk","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","854","f","233","680378","","dirty","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","711","j","235","681345","","lettuce","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","3614","f","237","685213","","thick","fat","healthy or fat","unhealthy or fit","healthy or fat","false"
"iat","","1738","j","239","687205","","natural","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","1333","f","241","688792","","chubby","fat","healthy or fat","unhealthy or fit","healthy or fat","false"
"iat","","718","j","243","689765","","muscle","fit","unhealthy or fit","unhealthy or fit","healthy or fat","false"
"iat","","634","j","245","690653","","slim","fit","unhealthy or fit","unhealthy or fit","healthy or fat","false"
"iat","","745","f","247","691652","","obese","fat","healthy or fat","unhealthy or fit","healthy or fat","false"
"iat","","827","j","249","692733","","water","healthy","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","2744","f","251","695733","","gaunt","fit","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","4240","j","253","700228","","tight","fit","unhealthy or fit","unhealthy or fit","healthy or fat","false"
"iat","","3613","f","255","704096","","salty","unhealthy","unhealthy or fit","unhealthy or fit","healthy or fat","true"
"iat","","1043","j","257","705392","","full","fat","healthy or fat","unhealthy or fit","healthy or fat","true"
"iat","","2781","j","259","708428","","light","fit","unhealthy or fit","unhealthy or fit","healthy or fat","false"
